,id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28
30049,FOODS_3_384_WI_3_validation,FOODS_3_384,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30050,FOODS_3_385_WI_3_validation,FOODS_3_385,FOODS_3,FOODS,WI_3,WI,3,5,6,2,3,2,2,6,2,3,2,5,2,2,7,3,6,0,2,3,3,5,4,7,4,0,1,0
30051,FOODS_3_386_WI_3_validation,FOODS_3_386,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30052,FOODS_3_387_WI_3_validation,FOODS_3_387,FOODS_3,FOODS,WI_3,WI,1,1,2,1,0,2,1,0,0,0,2,1,3,1,0,0,0,2,2,1,3,1,0,2,2,2,0,1
30053,FOODS_3_388_WI_3_validation,FOODS_3_388,FOODS_3,FOODS,WI_3,WI,1,5,5,3,5,4,3,3,4,1,9,9,4,18,31,31,19,16,5,10,11,9,16,3,4,5,0,2
30054,FOODS_3_389_WI_3_validation,FOODS_3_389,FOODS_3,FOODS,WI_3,WI,22,18,17,16,15,19,29,33,30,15,28,17,14,19,29,34,10,19,14,21,17,20,15,9,12,14,20,23
30055,FOODS_3_390_WI_3_validation,FOODS_3_390,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30056,FOODS_3_391_WI_3_validation,FOODS_3_391,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30057,FOODS_3_392_WI_3_validation,FOODS_3_392,FOODS_3,FOODS,WI_3,WI,0,0,2,0,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30058,FOODS_3_393_WI_3_validation,FOODS_3_393,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30059,FOODS_3_394_WI_3_validation,FOODS_3_394,FOODS_3,FOODS,WI_3,WI,0,2,2,1,0,0,1,0,1,1,0,1,2,0,2,0,0,1,0,0,1,0,2,0,2,1,1,0
30060,FOODS_3_395_WI_3_validation,FOODS_3_395,FOODS_3,FOODS,WI_3,WI,1,2,0,1,1,2,4,1,4,2,1,2,5,3,2,3,4,1,2,1,1,4,2,1,2,1,0,0
30061,FOODS_3_396_WI_3_validation,FOODS_3_396,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30062,FOODS_3_397_WI_3_validation,FOODS_3_397,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,3,0,0,1,1,0,1
30063,FOODS_3_398_WI_3_validation,FOODS_3_398,FOODS_3,FOODS,WI_3,WI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,0,3,5,1,1,1,0,2,2
30064,FOODS_3_399_WI_3_validation,FOODS_3_399,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30065,FOODS_3_400_WI_3_validation,FOODS_3_400,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,1,2,4,3,0,1,4,3,2,1,3,4,2,1,3,1,3,1,3,1,2,3,1
30066,FOODS_3_401_WI_3_validation,FOODS_3_401,FOODS_3,FOODS,WI_3,WI,0,5,3,1,0,0,5,2,3,5,0,0,1,5,1,2,1,5,5,0,1,5,2,1,1,0,2,0
30067,FOODS_3_402_WI_3_validation,FOODS_3_402,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30068,FOODS_3_403_WI_3_validation,FOODS_3_403,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30069,FOODS_3_404_WI_3_validation,FOODS_3_404,FOODS_3,FOODS,WI_3,WI,6,3,7,0,4,2,3,4,7,2,3,6,4,5,7,4,6,7,2,3,1,8,4,0,0,0,3,1
30070,FOODS_3_405_WI_3_validation,FOODS_3_405,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,3,0,0,0,1,1,0,2
30071,FOODS_3_406_WI_3_validation,FOODS_3_406,FOODS_3,FOODS,WI_3,WI,4,8,5,3,7,1,15,6,8,9,4,1,11,9,10,3,4,11,1,3,7,3,4,1,13,0,3,17
30072,FOODS_3_407_WI_3_validation,FOODS_3_407,FOODS_3,FOODS,WI_3,WI,6,4,4,4,2,10,7,9,2,6,4,9,5,12,9,0,0,0,4,3,8,8,7,3,1,4,3,8
30073,FOODS_3_408_WI_3_validation,FOODS_3_408,FOODS_3,FOODS,WI_3,WI,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,3,0,2,2,2,4,0,0,1,1
30074,FOODS_3_409_WI_3_validation,FOODS_3_409,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30075,FOODS_3_410_WI_3_validation,FOODS_3_410,FOODS_3,FOODS,WI_3,WI,8,6,5,3,2,4,3,3,2,5,1,3,5,1,3,2,4,2,3,3,5,7,7,7,3,3,3,17
30076,FOODS_3_411_WI_3_validation,FOODS_3_411,FOODS_3,FOODS,WI_3,WI,5,3,0,2,5,2,3,1,9,2,2,3,3,1,6,3,3,2,1,1,4,6,1,1,3,2,1,3
30077,FOODS_3_412_WI_3_validation,FOODS_3_412,FOODS_3,FOODS,WI_3,WI,0,0,24,40,24,52,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30078,FOODS_3_413_WI_3_validation,FOODS_3_413,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30079,FOODS_3_414_WI_3_validation,FOODS_3_414,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30080,FOODS_3_415_WI_3_validation,FOODS_3_415,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30081,FOODS_3_416_WI_3_validation,FOODS_3_416,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30082,FOODS_3_417_WI_3_validation,FOODS_3_417,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30083,FOODS_3_418_WI_3_validation,FOODS_3_418,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30084,FOODS_3_419_WI_3_validation,FOODS_3_419,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30085,FOODS_3_420_WI_3_validation,FOODS_3_420,FOODS_3,FOODS,WI_3,WI,1,0,0,0,0,1,0,2,2,2,1,0,0,1,0,2,3,0,0,0,2,0,2,0,1,0,2,0
30086,FOODS_3_421_WI_3_validation,FOODS_3_421,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30087,FOODS_3_422_WI_3_validation,FOODS_3_422,FOODS_3,FOODS,WI_3,WI,5,1,3,11,1,7,8,6,9,1,9,6,3,8,11,2,7,3,7,13,4,6,9,7,7,7,8,12
30088,FOODS_3_423_WI_3_validation,FOODS_3_423,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30089,FOODS_3_424_WI_3_validation,FOODS_3_424,FOODS_3,FOODS,WI_3,WI,0,0,1,2,0,0,2,1,1,0,4,0,0,0,1,0,1,0,0,1,0,3,1,0,2,1,0,1
30090,FOODS_3_425_WI_3_validation,FOODS_3_425,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30091,FOODS_3_426_WI_3_validation,FOODS_3_426,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30092,FOODS_3_427_WI_3_validation,FOODS_3_427,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30093,FOODS_3_428_WI_3_validation,FOODS_3_428,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30094,FOODS_3_429_WI_3_validation,FOODS_3_429,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30095,FOODS_3_430_WI_3_validation,FOODS_3_430,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30096,FOODS_3_431_WI_3_validation,FOODS_3_431,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30097,FOODS_3_432_WI_3_validation,FOODS_3_432,FOODS_3,FOODS,WI_3,WI,3,2,3,1,5,2,1,5,4,1,2,3,4,0,9,7,3,0,0,0,0,0,0,0,0,0,0,0
30098,FOODS_3_433_WI_3_validation,FOODS_3_433,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30099,FOODS_3_434_WI_3_validation,FOODS_3_434,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30100,FOODS_3_435_WI_3_validation,FOODS_3_435,FOODS_3,FOODS,WI_3,WI,93,70,65,55,49,112,107,178,147,70,68,54,57,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,FOODS_3_436_WI_3_validation,FOODS_3_436,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30102,FOODS_3_437_WI_3_validation,FOODS_3_437,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30103,FOODS_3_438_WI_3_validation,FOODS_3_438,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30104,FOODS_3_439_WI_3_validation,FOODS_3_439,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30105,FOODS_3_440_WI_3_validation,FOODS_3_440,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30106,FOODS_3_441_WI_3_validation,FOODS_3_441,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30107,FOODS_3_442_WI_3_validation,FOODS_3_442,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30108,FOODS_3_443_WI_3_validation,FOODS_3_443,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30109,FOODS_3_444_WI_3_validation,FOODS_3_444,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30110,FOODS_3_445_WI_3_validation,FOODS_3_445,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30111,FOODS_3_446_WI_3_validation,FOODS_3_446,FOODS_3,FOODS,WI_3,WI,0,9,8,4,6,4,6,9,5,1,9,7,0,0,8,7,1,1,0,6,8,7,9,12,8,0,12,4
30112,FOODS_3_447_WI_3_validation,FOODS_3_447,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30113,FOODS_3_448_WI_3_validation,FOODS_3_448,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30114,FOODS_3_449_WI_3_validation,FOODS_3_449,FOODS_3,FOODS,WI_3,WI,11,9,8,3,5,16,10,9,14,10,8,9,8,14,13,16,9,12,7,4,12,13,9,5,5,6,5,7
30115,FOODS_3_450_WI_3_validation,FOODS_3_450,FOODS_3,FOODS,WI_3,WI,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,1
30116,FOODS_3_451_WI_3_validation,FOODS_3_451,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30117,FOODS_3_452_WI_3_validation,FOODS_3_452,FOODS_3,FOODS,WI_3,WI,1,0,0,0,2,0,1,2,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30118,FOODS_3_453_WI_3_validation,FOODS_3_453,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30119,FOODS_3_454_WI_3_validation,FOODS_3_454,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30120,FOODS_3_455_WI_3_validation,FOODS_3_455,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30121,FOODS_3_456_WI_3_validation,FOODS_3_456,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30122,FOODS_3_457_WI_3_validation,FOODS_3_457,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30123,FOODS_3_458_WI_3_validation,FOODS_3_458,FOODS_3,FOODS,WI_3,WI,26,29,22,9,13,22,27,26,30,20,23,17,23,17,36,43,22,19,29,15,35,32,18,19,13,19,18,26
30124,FOODS_3_459_WI_3_validation,FOODS_3_459,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30125,FOODS_3_460_WI_3_validation,FOODS_3_460,FOODS_3,FOODS,WI_3,WI,0,2,4,4,3,1,3,4,3,5,9,3,1,5,7,10,3,5,6,4,0,4,5,3,0,5,1,2
30126,FOODS_3_461_WI_3_validation,FOODS_3_461,FOODS_3,FOODS,WI_3,WI,2,4,0,1,2,4,1,4,6,0,2,2,2,3,6,3,2,2,3,2,2,3,2,0,3,4,2,0
30127,FOODS_3_462_WI_3_validation,FOODS_3_462,FOODS_3,FOODS,WI_3,WI,14,12,4,6,7,12,14,15,19,15,20,14,11,17,19,23,16,17,14,9,2,3,1,11,5,12,12,81
30128,FOODS_3_463_WI_3_validation,FOODS_3_463,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30129,FOODS_3_464_WI_3_validation,FOODS_3_464,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,4,0,3,6,5,2
30130,FOODS_3_465_WI_3_validation,FOODS_3_465,FOODS_3,FOODS,WI_3,WI,2,9,3,3,2,4,4,8,2,3,1,8,2,2,8,9,0,0,5,0,13,3,2,1,0,2,2,5
30131,FOODS_3_466_WI_3_validation,FOODS_3_466,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30132,FOODS_3_467_WI_3_validation,FOODS_3_467,FOODS_3,FOODS,WI_3,WI,0,1,2,2,1,2,2,2,1,2,1,3,2,1,2,2,4,1,0,1,1,1,2,1,0,2,1,0
30133,FOODS_3_468_WI_3_validation,FOODS_3_468,FOODS_3,FOODS,WI_3,WI,9,7,14,11,8,12,11,15,5,3,6,4,19,15,10,20,5,6,5,17,13,12,10,10,11,16,10,6
30134,FOODS_3_469_WI_3_validation,FOODS_3_469,FOODS_3,FOODS,WI_3,WI,3,4,0,5,4,6,2,9,12,4,9,5,4,4,7,6,4,18,6,4,10,8,4,3,5,3,0,4
30135,FOODS_3_470_WI_3_validation,FOODS_3_470,FOODS_3,FOODS,WI_3,WI,4,3,2,0,0,0,2,4,4,2,0,0,0,2,6,4,0,2,4,2,0,3,3,1,0,3,0,1
30136,FOODS_3_471_WI_3_validation,FOODS_3_471,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30137,FOODS_3_472_WI_3_validation,FOODS_3_472,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30138,FOODS_3_473_WI_3_validation,FOODS_3_473,FOODS_3,FOODS,WI_3,WI,8,11,10,6,5,8,7,12,12,10,6,7,8,6,17,14,10,0,4,7,10,14,6,8,8,11,8,21
30139,FOODS_3_474_WI_3_validation,FOODS_3_474,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30140,FOODS_3_475_WI_3_validation,FOODS_3_475,FOODS_3,FOODS,WI_3,WI,8,16,3,11,2,2,15,9,4,6,7,15,11,16,15,12,0,13,17,9,5,9,17,10,5,4,10,12
30141,FOODS_3_476_WI_3_validation,FOODS_3_476,FOODS_3,FOODS,WI_3,WI,4,4,4,1,3,4,4,4,4,5,11,6,5,11,8,7,2,4,7,5,6,8,6,7,3,5,6,4
30142,FOODS_3_477_WI_3_validation,FOODS_3_477,FOODS_3,FOODS,WI_3,WI,8,13,10,4,4,14,8,16,17,7,8,8,2,0,12,10,13,7,8,11,10,17,13,7,11,10,8,12
30143,FOODS_3_478_WI_3_validation,FOODS_3_478,FOODS_3,FOODS,WI_3,WI,2,0,2,0,1,1,3,6,7,5,1,0,3,3,4,1,2,6,2,2,2,2,3,1,1,3,0,0
30144,FOODS_3_479_WI_3_validation,FOODS_3_479,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30145,FOODS_3_480_WI_3_validation,FOODS_3_480,FOODS_3,FOODS,WI_3,WI,3,3,2,2,2,1,0,3,1,0,6,7,3,4,3,3,4,0,6,0,1,1,4,0,0,1,0,1
30146,FOODS_3_481_WI_3_validation,FOODS_3_481,FOODS_3,FOODS,WI_3,WI,1,1,0,1,0,2,1,1,1,1,0,0,1,0,0,4,0,4,1,0,1,1,2,3,1,1,0,3
30147,FOODS_3_482_WI_3_validation,FOODS_3_482,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30148,FOODS_3_483_WI_3_validation,FOODS_3_483,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30149,FOODS_3_484_WI_3_validation,FOODS_3_484,FOODS_3,FOODS,WI_3,WI,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2
30150,FOODS_3_485_WI_3_validation,FOODS_3_485,FOODS_3,FOODS,WI_3,WI,0,2,0,1,3,3,0,3,0,0,0,1,3,5,2,1,0,0,0,0,3,3,2,0,0,0,1,2
30151,FOODS_3_486_WI_3_validation,FOODS_3_486,FOODS_3,FOODS,WI_3,WI,3,0,0,3,1,2,2,4,2,2,2,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
30152,FOODS_3_487_WI_3_validation,FOODS_3_487,FOODS_3,FOODS,WI_3,WI,8,6,7,5,7,14,8,13,14,11,11,7,4,8,8,17,4,6,7,6,7,6,5,4,3,6,6,5
30153,FOODS_3_488_WI_3_validation,FOODS_3_488,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30154,FOODS_3_489_WI_3_validation,FOODS_3_489,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30155,FOODS_3_490_WI_3_validation,FOODS_3_490,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1
30156,FOODS_3_491_WI_3_validation,FOODS_3_491,FOODS_3,FOODS,WI_3,WI,20,18,25,19,5,6,26,38,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30157,FOODS_3_492_WI_3_validation,FOODS_3_492,FOODS_3,FOODS,WI_3,WI,0,2,3,1,3,5,3,8,6,1,3,4,6,5,5,1,1,4,0,2,1,4,3,3,1,0,0,1
30158,FOODS_3_493_WI_3_validation,FOODS_3_493,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30159,FOODS_3_494_WI_3_validation,FOODS_3_494,FOODS_3,FOODS,WI_3,WI,0,1,1,3,0,0,1,0,0,0,0,0,0,5,0,2,0,0,1,1,2,0,0,1,0,6,1,0
30160,FOODS_3_495_WI_3_validation,FOODS_3_495,FOODS_3,FOODS,WI_3,WI,1,2,4,2,3,12,6,5,2,0,5,4,4,4,6,5,9,4,3,4,2,7,4,5,3,1,1,0
30161,FOODS_3_496_WI_3_validation,FOODS_3_496,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30162,FOODS_3_497_WI_3_validation,FOODS_3_497,FOODS_3,FOODS,WI_3,WI,2,5,3,4,1,2,6,6,2,1,4,5,7,3,3,6,0,3,2,1,11,3,0,4,3,0,0,1
30163,FOODS_3_498_WI_3_validation,FOODS_3_498,FOODS_3,FOODS,WI_3,WI,34,21,29,28,38,56,11,85,86,16,5,0,75,70,50,0,0,80,51,25,29,52,34,20,17,60,13,0
30164,FOODS_3_499_WI_3_validation,FOODS_3_499,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30165,FOODS_3_500_WI_3_validation,FOODS_3_500,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30166,FOODS_3_501_WI_3_validation,FOODS_3_501,FOODS_3,FOODS,WI_3,WI,4,13,11,7,21,9,13,13,14,7,4,16,3,15,12,19,6,26,2,14,13,21,12,5,3,22,6,2
30167,FOODS_3_502_WI_3_validation,FOODS_3_502,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30168,FOODS_3_503_WI_3_validation,FOODS_3_503,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
30169,FOODS_3_504_WI_3_validation,FOODS_3_504,FOODS_3,FOODS,WI_3,WI,15,11,15,22,3,13,10,23,30,9,9,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30170,FOODS_3_505_WI_3_validation,FOODS_3_505,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30171,FOODS_3_506_WI_3_validation,FOODS_3_506,FOODS_3,FOODS,WI_3,WI,1,2,0,0,2,2,0,3,1,0,0,1,0,1,0,1,2,2,0,1,1,0,0,1,3,0,2,2
30172,FOODS_3_507_WI_3_validation,FOODS_3_507,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30173,FOODS_3_508_WI_3_validation,FOODS_3_508,FOODS_3,FOODS,WI_3,WI,10,10,2,6,1,26,12,0,5,10,10,18,12,12,12,8,5,9,8,5,6,31,5,12,6,4,10,5
30174,FOODS_3_509_WI_3_validation,FOODS_3_509,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30175,FOODS_3_510_WI_3_validation,FOODS_3_510,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30176,FOODS_3_511_WI_3_validation,FOODS_3_511,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30177,FOODS_3_512_WI_3_validation,FOODS_3_512,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30178,FOODS_3_513_WI_3_validation,FOODS_3_513,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,1,1,1,3,2,3,0,0,3,1,0,2,1,0,0,2,0,0,0,1,1,0,1
30179,FOODS_3_514_WI_3_validation,FOODS_3_514,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30180,FOODS_3_515_WI_3_validation,FOODS_3_515,FOODS_3,FOODS,WI_3,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
